# M_DU read off the pipeline MRcurve_*_CAT.dat files (TOVprofile2 + NSCool HZD-NV crust)
# n_DU from rmf_lambda_and_eos.py; M_DU = M(rho_c = eps(n_DU)) on the stable branch; inf = no DUrca in stable stars
# in864: 1 if the EoS is in the 864 surviving set (from Data/cooling_chi2_by_eos.csv)
# model J L n_DU[fm-3] M_DU[Msun] Mmax[Msun] R1.4[km] in864
FSUGarnet  37.0  110.0   0.2289   0.804  2.106  14.07 1
FSUGarnet  37.0  115.0   0.2232   0.812  2.130  14.21 1
FSUGarnet  37.0   50.0   0.3912   1.419  2.061  12.85 1
FSUGarnet  37.0   55.0   0.3721   1.339  2.062  12.94 1
FSUGarnet  37.0   60.0   0.3540   1.258  2.062  13.02 1
FSUGarnet  37.0   65.0   0.3368   1.179  2.062  13.17 1
FSUGarnet  37.0   70.0   0.3204   1.102  2.063  13.26 1
FSUGarnet  37.0   75.0   0.3048   1.030  2.064  13.35 1
FSUGarnet  37.0   80.0   0.2900   0.964  2.066  13.44 1
FSUGarnet  37.0   85.0   0.2759   0.906  2.068  13.52 1
FSUGarnet  37.0   90.0   0.2658   0.874  2.071  13.62 1
FSUGarnet  37.0   95.0   0.2529   0.831  2.075  13.68 1
FSUGarnet  38.5  100.0   0.2346   0.752  2.076  13.78 1
FSUGarnet  38.5  105.0   0.2260   0.738  2.083  13.85 1
FSUGarnet  38.5  110.0   0.2205   0.742  2.093  13.96 1
FSUGarnet  38.5  115.0   0.2150   0.747  2.109  14.08 1
FSUGarnet  38.5  120.0   0.2097   0.755  2.132  14.21 1
FSUGarnet  38.5   50.0   0.3585   1.262  2.059  12.82 1
FSUGarnet  38.5   55.0   0.3453   1.200  2.059  12.91 1
FSUGarnet  38.5   60.0   0.3285   1.118  2.059  13.00 1
FSUGarnet  38.5   65.0   0.3125   1.039  2.060  13.08 1
FSUGarnet  38.5   70.0   0.2973   0.965  2.060  13.24 1
FSUGarnet  38.5   75.0   0.2829   0.898  2.061  13.33 1
FSUGarnet  38.5   80.0   0.2725   0.857  2.063  13.41 1
FSUGarnet  38.5   85.0   0.2592   0.804  2.065  13.50 1
FSUGarnet  38.5   90.0   0.2497   0.776  2.067  13.59 1
FSUGarnet  38.5   95.0   0.2406   0.754  2.071  13.68 1
FSUGarnet  40.0  100.0   0.2232   0.683  2.071  13.74 1
FSUGarnet  40.0  105.0   0.2177   0.684  2.077  13.84 1
FSUGarnet  40.0  110.0   0.2124   0.687  2.084  13.93 1
FSUGarnet  40.0  115.0   0.2071   0.692  2.095  14.03 1
FSUGarnet  40.0  120.0   0.2046   0.709  2.111  14.15 1
FSUGarnet  40.0  125.0   0.1995   0.716  2.134  14.28 1
FSUGarnet  40.0   50.0   0.3285   1.096  2.056  12.80 0
FSUGarnet  40.0   55.0   0.3165   1.035  2.056  12.89 1
FSUGarnet  40.0   60.0   0.3011   0.955  2.057  12.97 1
FSUGarnet  40.0   65.0   0.2864   0.880  2.057  13.05 1
FSUGarnet  40.0   70.0   0.2759   0.834  2.058  13.22 1
FSUGarnet  40.0   75.0   0.2625   0.774  2.059  13.31 1
FSUGarnet  40.0   80.0   0.2529   0.739  2.060  13.39 1
FSUGarnet  40.0   85.0   0.2436   0.711  2.062  13.47 1
FSUGarnet  40.0   90.0   0.2346   0.688  2.064  13.56 1
FSUGarnet  40.0   95.0   0.2289   0.684  2.067  13.65 1
FSUGarnet  41.5  100.0   0.2097   0.610  2.067  13.71 1
FSUGarnet  41.5  105.0   0.2046   0.613  2.072  13.80 1
FSUGarnet  41.5  110.0   0.2020   0.627  2.078  13.90 1
FSUGarnet  41.5  115.0   0.1995   0.643  2.086  14.01 1
FSUGarnet  41.5  120.0   0.1946   0.648  2.097  14.10 1
FSUGarnet  41.5  125.0   0.1922   0.664  2.112  14.22 1
FSUGarnet  41.5  130.0   0.1898   0.680  2.135  14.34 1
FSUGarnet  41.5   50.0   0.3011   0.929  2.053  12.78 0
FSUGarnet  41.5   55.0   0.2864   0.849  2.054  12.86 1
