# model J L Ksym S(2n0) S(3n0) xp(2n0) xp(3n0) n_DU M_DU Mmax R14   (Ksym,S in MeV; n in fm-3; M in Msun; M_DU/Mmax/R14 from pipeline MR curves)
BigApple   34.0   85.0    -40.5  60.47  74.50 0.1353 0.1589  0.3048   1.238  2.579  13.77
BigApple   34.0   90.0    -20.3  62.39  77.45 0.1411 0.1660  0.2900   1.140  2.580  13.86
BigApple   34.0   95.0      6.2  64.75  81.59 0.1480 0.1755  0.2725   1.037  2.582  13.96
BigApple   34.0  100.0     38.9  67.70  87.84 0.1564 0.1892  0.2625   1.004  2.587  14.07
BigApple   34.0  105.0     77.8  71.49  98.36 0.1669 0.2102  0.2497   0.963  2.602  14.20
BigApple   35.5   40.0     41.9  53.02  65.51 0.1116 0.1358  0.4835   2.294  2.584  13.01
BigApple   35.5   45.0      7.6  53.59  66.04 0.1135 0.1372  0.4600   2.211  2.583  13.10
BigApple   35.5   50.0    -20.9  54.22  66.64 0.1156 0.1388  0.4322   2.091  2.582  13.17
BigApple   35.5   55.0    -43.8  54.91  67.32 0.1180 0.1406  0.4112   1.982  2.581  13.30
BigApple   35.5   60.0    -60.9  55.69  68.11 0.1205 0.1427  0.3863   1.830  2.580  13.38
BigApple   35.5   65.0    -72.3  56.56  69.03 0.1234 0.1451  0.3675   1.699  2.579  13.45
BigApple   35.5   70.0    -78.0  57.54  70.11 0.1265 0.1479  0.3453   1.530  2.578  13.52
BigApple   35.5   75.0    -78.0  58.66  71.41 0.1301 0.1512  0.3285   1.397  2.578  13.59
BigApple   35.5   80.0    -72.3  59.95  73.00 0.1341 0.1552  0.3087   1.238  2.577  13.67
BigApple   35.5   85.0    -60.8  61.44  74.98 0.1386 0.1601  0.2937   1.129  2.576  13.75
BigApple   35.5   90.0    -43.7  63.20  77.52 0.1438 0.1663  0.2794   1.037  2.576  13.83
BigApple   35.5   95.0    -20.8  65.29  80.90 0.1499 0.1741  0.2658   0.964  2.577  13.92
BigApple   35.5  100.0      7.7  67.82  85.62 0.1571 0.1846  0.2560   0.930  2.580  14.02
BigApple   35.5  105.0     42.0  70.95  92.65 0.1656 0.1993  0.2436   0.888  2.587  14.13
BigApple   35.5  110.0     82.0  74.93 104.27 0.1763 0.2212  0.2376   0.894  2.604  14.26
BigApple   37.0   40.0     25.5  54.19  66.40 0.1158 0.1382  0.4431   2.136  2.580  13.00
BigApple   37.0   45.0     -7.3  54.78  66.95 0.1177 0.1397  0.4215   2.031  2.580  13.08
BigApple   37.0   50.0    -34.8  55.42  67.56 0.1199 0.1413  0.4010   1.914  2.579  13.15
BigApple   37.0   55.0    -57.0  56.12  68.25 0.1222 0.1431  0.3815   1.788  2.578  13.22
BigApple   37.0   60.0    -74.0  56.90  69.05 0.1247 0.1452  0.3630   1.653  2.577  13.37
BigApple   37.0   65.0    -85.8  57.77  69.96 0.1275 0.1475  0.3453   1.515  2.576  13.44
BigApple   37.0   70.0    -92.2  58.73  71.02 0.1306 0.1503  0.3245   1.343  2.576  13.51
BigApple   37.0   75.0    -93.4  59.82  72.26 0.1340 0.1534  0.3087   1.214  2.575  13.58
BigApple   37.0   80.0    -89.4  61.06  73.76 0.1378 0.1572  0.2937   1.098  2.574  13.65
BigApple   37.0   85.0    -80.1  62.47  75.58 0.1421 0.1617  0.2794   0.998  2.573  13.73
BigApple   37.0   90.0    -65.5  64.10  77.84 0.1469 0.1671  0.2691   0.941  2.573  13.81
BigApple   37.0   95.0    -45.6  66.00  80.73 0.1523 0.1739  0.2560   0.875  2.573  13.85
BigApple   37.0  100.0    -20.5  68.25  84.55 0.1586 0.1825  0.2466   0.845  2.575  13.98
BigApple   37.0  105.0      9.8  70.95  89.84 0.1660 0.1937  0.2376   0.824  2.578  14.08
BigApple   37.0  110.0     45.4  74.25  97.65 0.1747 0.2092  0.2317   0.826  2.587  14.20
BigApple   37.0  115.0     86.3  78.38 110.35 0.1853 0.2318  0.2232   0.817  2.606  14.32
BigApple   38.5   40.0      9.6  55.38  67.30 0.1199 0.1406  0.4061   1.937  2.577  12.98
BigApple   38.5   45.0    -21.9  55.97  67.86 0.1219 0.1421  0.3912   1.844  2.577  13.06
BigApple   38.5   50.0    -48.6  56.62  68.49 0.1240 0.1437  0.3721   1.711  2.576  13.13
BigApple   38.5   55.0    -70.3  57.34  69.19 0.1264 0.1456  0.3540   1.571  2.575  13.20
BigApple   38.5   60.0    -87.2  58.12  69.98 0.1289 0.1476  0.3368   1.430  2.574  13.35
BigApple   38.5   65.0    -99.2  58.98  70.88 0.1316 0.1500  0.3204   1.290  2.574  13.43
BigApple   38.5   70.0   -106.3  59.93  71.92 0.1346 0.1526  0.3048   1.159  2.573  13.49
BigApple   38.5   75.0   -108.6  60.99  73.13 0.1379 0.1557  0.2900   1.040  2.572  13.56
BigApple   38.5   80.0   -105.9  62.18  74.55 0.1416 0.1592  0.2794   0.966  2.571  13.63
BigApple   38.5   85.0    -98.4  63.53  76.25 0.1456 0.1634  0.2658   0.880  2.571  13.71
BigApple   38.5   90.0    -86.0  65.06  78.31 0.1500 0.1683  0.2560   0.832  2.570  13.78
BigApple   38.5   95.0    -68.8  66.82  80.86 0.1551 0.1743  0.2466   0.796  2.570  13.86
BigApple   38.5  100.0    -46.6  68.86  84.11 0.1607 0.1816  0.2376   0.770  2.571  13.95
BigApple   38.5  105.0    -19.6  71.26  88.38 0.1672 0.1909  0.2289   0.751  2.573  14.00
BigApple   38.5  110.0     12.3  74.12  94.25 0.1747 0.2028  0.2232   0.753  2.577  14.09
BigApple   38.5  115.0     49.1  77.58 102.84 0.1834 0.2189  0.2177   0.759  2.587  14.26
BigApple   38.5  120.0     90.7  81.85 116.56 0.1940 0.2420  0.2124   0.766  2.608  14.38
BigApple   40.0   40.0     -6.0  56.56  68.20 0.1240 0.1430  0.3768   1.736  2.575  12.99
BigApple   40.0   45.0    -36.4  57.17  68.78 0.1261 0.1445  0.3630   1.631  2.574  13.04
BigApple   40.0   50.0    -62.3  57.83  69.41 0.1282 0.1462  0.3453   1.487  2.573  13.11
BigApple   40.0   55.0    -83.6  58.55  70.12 0.1305 0.1480  0.3285   1.342  2.572  13.17
BigApple   40.0   60.0   -100.3  59.33  70.92 0.1330 0.1501  0.3165   1.238  2.572  13.34
BigApple   40.0   65.0   -112.6  60.19  71.81 0.1357 0.1524  0.3011   1.105  2.571  13.41
BigApple   40.0   70.0   -120.3  61.13  72.84 0.1387 0.1550  0.2864   0.986  2.570  13.48
BigApple   40.0   75.0   -123.4  62.17  74.01 0.1418 0.1579  0.2725   0.884  2.569  13.55
BigApple   40.0   80.0   -122.0  63.33  75.37 0.1453 0.1613  0.2625   0.823  2.569  13.62
BigApple   40.0   85.0   -116.0  64.62  76.97 0.1491 0.1652  0.2497   0.754  2.568  13.69
BigApple   40.0   90.0   -105.6  66.08  78.87 0.1533 0.1698  0.2406   0.719  2.567  13.76
BigApple   40.0   95.0    -90.5  67.72  81.18 0.1580 0.1752  0.2346   0.709  2.567  13.84
BigApple   40.0  100.0    -70.9  69.61  84.03 0.1632 0.1816  0.2260   0.689  2.568  13.92
BigApple   40.0  105.0    -46.8  71.79  87.64 0.1690 0.1895  0.2205   0.689  2.569  14.00
BigApple   40.0  110.0    -18.1  74.33  92.37 0.1756 0.1993  0.2150   0.691  2.572  14.10
BigApple   40.0  115.0     15.1  77.33  98.83 0.1831 0.2118  0.2097   0.695  2.577  14.16
BigApple   40.0  120.0     52.8  80.93 108.18 0.1919 0.2284  0.2071   0.714  2.587  14.27
BigApple   40.0  125.0     95.1  85.34 122.90 0.2024 0.2517  0.2020   0.721  2.609  14.38
BigApple   41.5   45.0    -50.7  58.37  69.69 0.1302 0.1469  0.3326   1.364  2.571  13.02
BigApple   41.5   50.0    -75.9  59.04  70.34 0.1324 0.1486  0.3204   1.255  2.570  13.08
BigApple   41.5   55.0    -96.8  59.76  71.06 0.1347 0.1505  0.3048   1.114  2.570  13.15
BigApple   41.5   60.0   -113.5  60.54  71.85 0.1371 0.1525  0.2900   0.985  2.569  13.22
BigApple   41.5   65.0   -125.9  61.40  72.75 0.1398 0.1548  0.2759   0.874  2.568  13.40
BigApple   41.5   70.0   -134.1  62.33  73.75 0.1426 0.1573  0.2658   0.805  2.567  13.47
BigApple   41.5   75.0   -138.0  63.35  74.90 0.1457 0.1602  0.2529   0.725  2.567  13.53
BigApple   41.5   80.0   -137.7  64.48  76.21 0.1491 0.1634  0.2436   0.682  2.566  13.60
BigApple   41.5   85.0   -133.1  65.73  77.73 0.1527 0.1671  0.2346   0.650  2.565  13.67
BigApple   41.5   90.0   -124.3  67.12  79.52 0.1567 0.1714  0.2260   0.626  2.565  13.74
BigApple   41.5   95.0   -111.2  68.68  81.63 0.1610 0.1763  0.2205   0.622  2.565  13.81
BigApple   41.5  100.0    -93.8  70.45  84.20 0.1658 0.1821  0.2150   0.621  2.565  13.89
BigApple   41.5  105.0    -72.2  72.45  87.35 0.1711 0.1890  0.2097   0.623  2.565  13.97
BigApple   41.5  110.0    -46.4  74.76  91.34 0.1771 0.1974  0.2071   0.637  2.567  14.06
BigApple   41.5  115.0    -16.2  77.43  96.53 0.1837 0.2076  0.2020   0.642  2.570  14.15
BigApple   41.5  120.0     18.1  80.57 103.57 0.1913 0.2206  0.1995   0.658  2.577  14.25
BigApple   41.5  125.0     56.7  84.31 113.66 0.2001 0.2376  0.1971   0.675  2.588  14.33
BigApple   41.5  130.0     99.6  88.83 129.35 0.2104 0.2610  0.1922   0.681  2.611  14.45
BigApple   43.0   45.0    -64.8  59.57  70.61 0.1343 0.1494  0.3048   1.095  2.568  13.05
BigApple   43.0   50.0    -89.4  60.25  71.27 0.1365 0.1510  0.2937   0.995  2.568  13.13
BigApple   43.0   55.0   -110.0  60.97  71.99 0.1387 0.1529  0.2794   0.871  2.567  13.13
BigApple   43.0   60.0   -126.7  61.76  72.79 0.1412 0.1549  0.2658   0.766  2.566  13.19
BigApple   43.0   65.0   -139.3  62.61  73.68 0.1438 0.1572  0.2529   0.683  2.565  13.39
BigApple   43.0   70.0   -147.9  63.53  74.67 0.1466 0.1597  0.2406   0.616  2.565  13.45
BigApple   43.0   75.0   -152.5  64.54  75.79 0.1496 0.1625  0.2317   0.582  2.564  13.52
BigApple   43.0   80.0   -153.1  65.64  77.06 0.1528 0.1656  0.2232   0.557  2.563  13.58
BigApple   43.0   85.0   -149.7  66.85  78.52 0.1563 0.1691  0.2177   0.552  2.563  13.65
BigApple   43.0   90.0   -142.3  68.20  80.21 0.1601 0.1731  0.2124   0.550  2.562  13.72
BigApple   43.0   95.0   -130.9  69.69  82.18 0.1642 0.1777  0.2071   0.551  2.562  13.79
BigApple   43.0  100.0   -115.5  71.35  84.52 0.1686 0.1830  0.2020   0.553  2.562  13.86
BigApple   43.0  105.0    -96.2  73.23  87.34 0.1736 0.1891  0.1995   0.567  2.562  13.94
BigApple   43.0  110.0    -72.8  75.35  90.81 0.1790 0.1964  0.1971   0.581  2.564  14.02
BigApple   43.0  115.0    -45.4  77.78  95.17 0.1850 0.2052  0.1922   0.586  2.566  14.11
BigApple   43.0  120.0    -14.0  80.58 100.83 0.1917 0.2159  0.1898   0.601  2.570  14.20
BigApple   43.0  125.0     21.4  83.84 108.45 0.1993 0.2292  0.1875   0.615  2.576  14.30
BigApple   43.0  130.0     60.8  87.71 119.28 0.2080 0.2465  0.1875   0.641  2.589  14.41
FSUGarnet  25.0   55.0     55.3  44.37  58.79 0.0826 0.1158  0.8368   2.083  2.087  13.19
FSUGarnet  25.0   60.0     25.2  45.12  59.74 0.0851 0.1185  0.7480   2.063  2.087  13.29
FSUGarnet  25.0   65.0     10.8  46.12  61.12 0.0885 0.1223  0.6440   2.009  2.088  13.39
FSUGarnet  25.0   70.0     12.0  47.51  63.29 0.0931 0.1282  0.5409   1.897  2.091  13.49
FSUGarnet  25.0   75.0     28.9  49.55  67.25 0.0998 0.1386  0.4487   1.722  2.100  13.62
FSUGarnet  25.0   80.0     61.4  52.87  76.71 0.1109 0.1626  0.3675   1.507  2.150  13.82
FSUGarnet  26.5   55.0     49.0  45.78  60.17 0.0875 0.1197  0.7205   2.047  2.084  13.15
FSUGarnet  26.5   60.0     20.1  46.55  61.14 0.0901 0.1224  0.6521   2.008  2.084  13.25
FSUGarnet  26.5   65.0      3.7  47.52  62.45 0.0933 0.1260  0.5829   1.943  2.084  13.35
FSUGarnet  26.5   70.0      0.1  48.76  64.31 0.0975 0.1310  0.5146   1.844  2.086  13.42
FSUGarnet  26.5   75.0      9.1  50.42  67.16 0.1029 0.1385  0.4487   1.704  2.091  13.54
FSUGarnet  26.5   80.0     30.9  52.75  72.08 0.1105 0.1511  0.3863   1.529  2.104  13.68
FSUGarnet  26.5   85.0     65.3  56.28  82.64 0.1221 0.1767  0.3326   1.363  2.159  13.87
FSUGarnet  28.0   55.0     43.1  47.21  61.56 0.0925 0.1236  0.6361   1.989  2.080  13.12
FSUGarnet  28.0   60.0     14.9  47.99  62.54 0.0951 0.1263  0.5902   1.944  2.080  13.22
FSUGarnet  28.0   65.0     -2.7  48.93  63.81 0.0982 0.1297  0.5342   1.867  2.081  13.29
FSUGarnet  28.0   70.0     -9.6  50.08  65.49 0.1021 0.1342  0.4835   1.771  2.082  13.39
FSUGarnet  28.0   75.0     -5.9  51.54  67.83 0.1068 0.1404  0.4322   1.644  2.085  13.50
FSUGarnet  28.0   80.0      8.5  53.44  71.34 0.1130 0.1494  0.3863   1.504  2.092  13.62
FSUGarnet  28.0   85.0     33.5  56.01  77.13 0.1212 0.1636  0.3453   1.369  2.108  13.77
FSUGarnet  28.0   90.0     69.1  59.69  88.57 0.1330 0.1901  0.3087   1.254  2.165  13.84
FSUGarnet  29.5   50.0     74.3  47.96  62.13 0.0952 0.1252  0.6127   1.962  2.077  12.99
FSUGarnet  29.5   55.0     37.4  48.63  62.95 0.0975 0.1274  0.5757   1.920  2.077  13.09
FSUGarnet  29.5   60.0      9.7  49.42  63.95 0.1001 0.1301  0.5342   1.859  2.077  13.18
FSUGarnet  29.5   65.0     -8.8  50.34  65.18 0.1032 0.1335  0.4896   1.773  2.078  13.27
FSUGarnet  29.5   70.0    -18.1  51.44  66.75 0.1068 0.1377  0.4543   1.690  2.079  13.37
FSUGarnet  29.5   75.0    -18.2  52.78  68.81 0.1111 0.1431  0.4112   1.564  2.081  13.47
FSUGarnet  29.5   80.0     -9.2  54.44  71.64 0.1164 0.1503  0.3768   1.450  2.085  13.57
FSUGarnet  29.5   85.0      9.0  56.54  75.77 0.1231 0.1605  0.3410   1.320  2.093  13.70
FSUGarnet  29.5   90.0     36.4  59.31  82.36 0.1317 0.1759  0.3125   1.223  2.113  13.75
FSUGarnet  29.5   95.0     73.0  63.10  94.51 0.1436 0.2026  0.2864   1.148  2.169  14.04
FSUGarnet  31.0   50.0     67.2  49.37  63.50 0.1001 0.1290  0.5546   1.884  2.073  12.96
FSUGarnet  31.0   55.0     31.8  50.06  64.34 0.1025 0.1313  0.5210   1.828  2.073  13.05
FSUGarnet  31.0   60.0      4.6  50.85  65.35 0.1051 0.1340  0.4896   1.764  2.074  13.14
FSUGarnet  31.0   65.0    -14.6  51.76  66.56 0.1081 0.1373  0.4543   1.678  2.074  13.25
FSUGarnet  31.0   70.0    -25.8  52.82  68.05 0.1116 0.1412  0.4215   1.582  2.075  13.34
FSUGarnet  31.0   75.0    -28.8  54.08  69.93 0.1156 0.1461  0.3912   1.480  2.077  13.44
FSUGarnet  31.0   80.0    -23.8  55.58  72.38 0.1204 0.1523  0.3585   1.358  2.080  13.54
FSUGarnet  31.0   85.0    -10.7  57.41  75.68 0.1261 0.1605  0.3326   1.259  2.085  13.65
FSUGarnet  31.0   90.0     10.4  59.70  80.40 0.1331 0.1716  0.3087   1.172  2.096  13.78
FSUGarnet  31.0   95.0     39.6  62.63  87.70 0.1420 0.1879  0.2864   1.100  2.117  13.93
FSUGarnet  31.0  100.0     76.9  66.52 100.46 0.1539 0.2145  0.2691   1.064  2.171  14.11
FSUGarnet  32.5   50.0     60.5  50.78  64.87 0.1051 0.1328  0.5019   1.782  2.070  12.93
FSUGarnet  32.5   55.0     26.3  51.49  65.74 0.1075 0.1351  0.4775   1.727  2.070  13.02
FSUGarnet  32.5   60.0     -0.6  52.28  66.75 0.1101 0.1378  0.4487   1.651  2.071  13.13
FSUGarnet  32.5   65.0    -20.4  53.18  67.94 0.1131 0.1410  0.4215   1.568  2.071  13.23
FSUGarnet  32.5   70.0    -32.9  54.22  69.38 0.1164 0.1448  0.3961   1.481  2.072  13.32
FSUGarnet  32.5   75.0    -38.3  55.41  71.13 0.1202 0.1493  0.3675   1.372  2.073  13.41
FSUGarnet  32.5   80.0    -36.4  56.81  73.33 0.1246 0.1548  0.3453   1.284  2.076  13.51
FSUGarnet  32.5   85.0    -27.4  58.46  76.15 0.1297 0.1618  0.3204   1.182  2.080  13.61
FSUGarnet  32.5   90.0    -11.1  60.45  79.92 0.1358 0.1707  0.3011   1.110  2.087  13.73
FSUGarnet  32.5   95.0     12.3  62.89  85.20 0.1430 0.1826  0.2829   1.050  2.098  13.86
FSUGarnet  32.5  100.0     43.0  65.96  93.14 0.1521 0.1994  0.2658   1.002  2.121  14.00
FSUGarnet  32.5  105.0     80.8  69.93 106.41 0.1638 0.2255  0.2529   0.984  2.173  14.18
FSUGarnet  34.0   50.0     54.1  52.20  66.25 0.1101 0.1366  0.4600   1.672  2.067  12.90
FSUGarnet  34.0   55.0     20.9  52.91  67.13 0.1125 0.1389  0.4376   1.607  2.067  12.99
FSUGarnet  34.0   60.0     -5.8  53.71  68.15 0.1151 0.1416  0.4163   1.538  2.068  13.11
FSUGarnet  34.0   65.0    -26.0  54.61  69.33 0.1180 0.1447  0.3912   1.447  2.068  13.21
FSUGarnet  34.0   70.0    -39.7  55.62  70.73 0.1212 0.1484  0.3675   1.353  2.069  13.30
FSUGarnet  34.0   75.0    -46.8  56.77  72.39 0.1248 0.1526  0.3453   1.260  2.070  13.39
FSUGarnet  34.0   80.0    -47.5  58.09  74.41 0.1289 0.1577  0.3245   1.170  2.072  13.48
FSUGarnet  34.0   85.0    -41.7  59.61  76.92 0.1336 0.1638  0.3087   1.107  2.075  13.58
FSUGarnet  34.0   90.0    -29.4  61.41  80.11 0.1390 0.1713  0.2900   1.033  2.080  13.68
FSUGarnet  34.0   95.0    -10.6  63.54  84.33 0.1453 0.1809  0.2759   0.989  2.088  13.80
FSUGarnet  34.0  100.0     14.6  66.13  90.14 0.1527 0.1934  0.2625   0.954  2.101  13.93
FSUGarnet  34.0  105.0     46.4  69.31  98.66 0.1618 0.2105  0.2497   0.928  2.125  14.08
FSUGarnet  34.0  110.0     84.7  73.35 112.37 0.1733 0.2359  0.2406   0.927  2.174  14.25
FSUGarnet  35.5   50.0     47.9  53.62  67.63 0.1150 0.1403  0.4268   1.562  2.064  12.87
FSUGarnet  35.5   55.0     15.5  54.34  68.53 0.1174 0.1427  0.4061   1.489  2.064  12.96
FSUGarnet  35.5   60.0    -10.9  55.14  69.55 0.1200 0.1454  0.3815   1.393  2.065  13.05
FSUGarnet  35.5   65.0    -31.5  56.03  70.72 0.1229 0.1485  0.3630   1.316  2.065  13.19
FSUGarnet  35.5   70.0    -46.1  57.03  72.08 0.1260 0.1520  0.3453   1.240  2.066  13.28
FSUGarnet  35.5   75.0    -54.8  58.14  73.67 0.1295 0.1560  0.3245   1.145  2.067  13.37
FSUGarnet  35.5   80.0    -57.6  59.40  75.57 0.1334 0.1607  0.3087   1.076  2.069  13.46
FSUGarnet  35.5   85.0    -54.5  60.84  77.86 0.1377 0.1662  0.2937   1.014  2.071  13.55
FSUGarnet  35.5   90.0    -45.4  62.49  80.67 0.1426 0.1728  0.2794   0.960  2.075  13.60
FSUGarnet  35.5   95.0    -30.5  64.41  84.24 0.1482 0.1809  0.2658   0.916  2.081  13.75
FSUGarnet  35.5  100.0     -9.6  66.68  88.88 0.1546 0.1909  0.2529   0.880  2.090  13.87
FSUGarnet  35.5  105.0     17.2  69.38  95.18 0.1622 0.2038  0.2436   0.867  2.104  14.00
